environment,media_s1,absente,comportament,trece
rural,8.87,3.0,0.21,1
rural,7.74,5.0,0.29,1
urban,4.77,2.0,0.97,0
urban,6.92,7.0,0.2,1
rural,8.94,4.0,0.44,1
rural,4.48,6.0,0.91,1
urban,8.27,7.0,0.01,1
urban,10.0,2.0,0.6,1
urban,9.12,2.0,0.87,1
rural,9.83,6.0,0.17,1
urban,7.44,4.0,0.81,1
urban,8.94,6.0,,1
urban,5.56,1.0,0.82,1
rural,8.59,2.0,0.07,1
urban,8.31,7.0,0.07,1
urban,7.58,5.0,0.14,1
urban,9.63,6.0,0.98,1
urban,5.92,7.0,0.88,1
urban,6.63,6.0,0.57,1
rural,7.19,4.0,0.53,1
rural,4.94,7.0,0.26,0
rural,7.45,3.0,,1
urban,3.56,4.0,0.23,0
rural,9.09,7.0,0.73,1
rural,7.09,3.0,0.63,1
rural,5.96,5.0,0.5,1
urban,5.33,4.0,0.83,1
urban,6.53,4.0,0.06,1
rural,,6.0,0.04,0
rural,8.1,7.0,0.82,1
urban,5.59,11.0,0.42,1
urban,5.31,5.0,0.67,1
rural,8.31,8.0,0.4,1
urban,5.56,8.0,0.44,1
rural,7.12,4.0,0.02,1
urban,7.25,2.0,0.53,1
rural,7.62,5.0,0.04,1
rural,8.72,5.0,0.35,1
urban,4.47,3.0,0.14,1
rural,3.18,9.0,0.22,0
rural,5.87,2.0,0.91,1
rural,10.0,9.0,0.97,1
urban,10.0,5.0,0.03,1
urban,10.0,2.0,,1
urban,6.61,12.0,0.85,1
rural,3.44,7.0,0.52,0
urban,2.31,3.0,0.48,0
rural,,4.0,0.39,0
rural,6.6,,0.65,0
urban,9.6,2.0,0.18,1
urban,8.74,7.0,0.07,1
rural,7.45,,0.98,0
rural,5.22,6.0,0.82,1
urban,5.08,5.0,0.38,1
urban,,4.0,0.07,0
urban,8.39,3.0,0.96,1
rural,7.78,5.0,0.05,1
rural,4.93,3.0,0.0,1
rural,8.3,,0.29,0
rural,7.85,3.0,0.75,1
rural,4.86,2.0,0.85,1
urban,5.43,1.0,0.58,1
urban,8.38,4.0,0.46,1
rural,6.53,3.0,0.01,1
rural,10.0,4.0,0.35,1
urban,,3.0,0.08,0
urban,6.03,6.0,0.22,1
urban,6.98,4.0,0.07,1
urban,7.13,6.0,0.9,1
rural,5.54,5.0,0.71,1
urban,5.17,4.0,0.45,1
rural,8.4,6.0,0.93,1
urban,8.69,,0.21,0
urban,8.21,4.0,0.95,1
urban,10.0,7.0,,1
rural,5.92,7.0,0.8,1
rural,10.0,3.0,0.33,1
urban,5.2,8.0,0.13,1
rural,4.97,4.0,0.66,1
rural,3.48,3.0,0.64,1
urban,6.11,6.0,0.93,1
urban,5.99,6.0,0.28,1
rural,8.05,,0.77,0
rural,7.49,4.0,0.92,1
rural,4.61,6.0,0.46,0
urban,6.21,7.0,0.42,1
urban,6.26,4.0,0.37,1
rural,3.45,4.0,0.98,0
urban,5.04,6.0,0.61,1
urban,5.46,8.0,0.92,1
rural,9.87,5.0,0.45,1
rural,7.38,3.0,0.88,1
urban,8.32,2.0,0.46,1
urban,4.0,1.0,0.16,0
rural,9.39,7.0,0.6,1
urban,9.6,7.0,0.87,1
urban,3.0,,0.03,0
rural,5.59,3.0,0.28,1
rural,7.99,4.0,0.95,1
urban,8.29,5.0,0.27,1
urban,5.64,6.0,,1
urban,6.39,,0.33,0
rural,5.81,10.0,0.26,1
urban,7.22,5.0,0.39,1
urban,9.39,5.0,,1
rural,5.46,5.0,0.33,1
rural,9.0,4.0,0.7,1
urban,5.44,3.0,0.25,1
rural,5.3,7.0,0.18,1
rural,8.64,6.0,0.81,1
urban,8.84,2.0,0.13,1
rural,8.7,1.0,0.77,1
rural,4.37,4.0,0.64,0
urban,6.07,11.0,0.54,1
rural,8.65,3.0,0.46,1
urban,7.08,2.0,0.54,1
urban,4.85,4.0,0.13,1
rural,7.92,4.0,,1
rural,5.57,9.0,0.02,1
rural,10.0,3.0,0.7,1
urban,10.0,2.0,0.8,1
rural,8.21,6.0,0.69,1
urban,9.72,5.0,0.71,1
rural,7.13,6.0,0.86,1
rural,8.53,4.0,0.7,1
rural,9.96,1.0,0.35,1
urban,7.49,3.0,0.24,1
rural,6.49,5.0,0.41,1
rural,3.59,7.0,0.46,0
urban,6.83,9.0,0.27,1
urban,8.65,2.0,0.29,1
rural,8.89,,0.71,0
rural,8.01,4.0,0.21,1
rural,5.92,3.0,0.77,1
urban,3.05,4.0,,1
urban,6.01,7.0,0.41,1
urban,6.39,5.0,0.28,1
urban,6.37,3.0,0.82,1
rural,8.24,6.0,0.39,1
urban,10.0,,0.98,0
urban,7.25,6.0,0.6,1
urban,6.57,4.0,0.02,1
rural,6.48,4.0,0.82,1
rural,,6.0,0.69,0
urban,5.34,2.0,0.26,1
urban,7.24,4.0,0.27,1
rural,7.9,1.0,0.49,1
rural,7.42,7.0,,1
rural,7.92,4.0,0.9,1
rural,7.87,6.0,0.17,1
rural,3.46,3.0,0.17,1
rural,8.27,11.0,0.7,1
rural,5.66,4.0,0.32,1
rural,4.81,7.0,0.23,0
urban,4.79,11.0,0.69,1
urban,7.87,2.0,,1
urban,6.55,3.0,0.53,1
urban,3.64,2.0,0.64,0
urban,7.96,3.0,,1
urban,4.12,7.0,0.13,0
rural,7.28,4.0,0.34,1
rural,7.48,5.0,,1
urban,8.77,5.0,0.16,1
urban,10.0,5.0,,1
rural,4.27,5.0,0.34,0
rural,6.9,7.0,0.9,1
rural,6.45,6.0,0.06,1
urban,7.87,3.0,0.67,1
rural,7.43,7.0,0.72,1
urban,6.29,6.0,0.61,1
urban,6.12,5.0,0.52,1
rural,4.77,2.0,0.12,1
rural,8.98,6.0,0.61,1
urban,7.92,6.0,0.57,1
rural,8.84,3.0,0.91,1
rural,6.38,11.0,0.87,1
urban,5.69,5.0,0.02,1
rural,4.84,6.0,0.98,1
urban,7.72,7.0,0.57,1
urban,4.92,5.0,0.92,1
rural,10.0,,0.15,0
urban,4.38,5.0,0.7,0
urban,7.55,5.0,,1
rural,10.0,4.0,0.13,1
rural,8.2,7.0,0.02,1
rural,7.35,3.0,0.22,1
urban,5.06,4.0,0.02,1
urban,4.24,3.0,0.6,1
rural,8.54,2.0,0.3,1
urban,10.0,4.0,0.95,1
rural,6.12,3.0,0.63,1
rural,4.72,7.0,0.76,0
urban,2.08,2.0,0.43,0
rural,5.04,4.0,0.27,1
urban,6.77,6.0,0.77,1
urban,10.0,4.0,0.47,1
rural,8.35,7.0,1.0,1
urban,7.61,6.0,0.59,1
rural,6.2,5.0,0.85,1
urban,5.83,2.0,0.29,1
urban,9.81,7.0,0.43,1
urban,7.4,7.0,0.24,1
rural,2.79,6.0,0.78,0
urban,5.65,5.0,0.76,1
rural,5.28,4.0,0.59,1
urban,5.91,8.0,0.73,1
urban,8.13,7.0,0.36,1
rural,6.79,8.0,0.88,1
rural,6.85,2.0,0.92,1
rural,9.63,7.0,0.66,1
rural,,3.0,0.37,0
rural,10.0,3.0,0.84,1
urban,5.66,11.0,0.98,1
urban,7.18,9.0,0.58,1
rural,6.44,4.0,0.66,1
urban,7.25,4.0,0.85,1
urban,7.89,3.0,0.67,1
urban,7.87,7.0,0.2,1
rural,5.49,5.0,0.42,1
urban,,6.0,0.61,0
urban,10.0,5.0,,1
urban,6.03,9.0,0.68,1
rural,8.4,10.0,0.28,1
urban,3.78,5.0,0.16,0
urban,6.44,6.0,0.03,1
rural,6.75,3.0,0.04,1
rural,7.95,8.0,0.36,1
urban,1.56,3.0,0.02,0
urban,7.33,3.0,0.27,1
rural,4.7,2.0,0.51,1
rural,7.65,2.0,0.74,1
rural,4.93,4.0,0.59,0
rural,5.29,2.0,0.53,1
rural,6.45,7.0,0.24,1
rural,4.9,9.0,0.02,1
rural,6.05,1.0,0.13,1
urban,4.61,8.0,0.98,1
rural,3.33,5.0,,0
rural,9.04,4.0,0.31,1
urban,4.41,5.0,0.32,0
rural,6.64,3.0,0.89,1
rural,8.51,1.0,0.08,1
urban,5.77,3.0,0.17,1
rural,5.35,5.0,0.12,1
urban,7.45,5.0,,1
urban,9.24,3.0,0.01,1
urban,,7.0,0.01,0
urban,6.7,8.0,0.81,1
rural,3.54,7.0,0.64,0
urban,6.21,8.0,0.56,1
urban,7.07,4.0,0.92,1
rural,5.29,6.0,0.48,1
urban,6.09,4.0,0.47,1
urban,4.18,6.0,0.42,1
urban,7.15,6.0,0.65,1
urban,9.11,5.0,0.32,1
rural,4.81,2.0,0.67,1
urban,5.75,4.0,0.7,1
rural,8.01,5.0,0.21,1
rural,9.42,7.0,0.59,1
urban,4.01,3.0,0.73,1
urban,6.66,7.0,0.96,1
urban,7.57,3.0,0.94,1
urban,6.8,8.0,0.21,1
rural,2.05,4.0,0.58,0
rural,8.0,5.0,0.47,1
rural,10.0,9.0,0.35,1
urban,7.23,4.0,0.34,1
rural,4.94,6.0,0.97,0
urban,5.97,4.0,0.04,1
urban,10.0,4.0,0.85,1
urban,8.82,2.0,0.45,1
urban,8.28,9.0,0.57,1
urban,7.71,2.0,0.74,1
rural,5.68,7.0,0.46,1
rural,6.6,7.0,0.99,1
urban,6.84,5.0,0.87,1
rural,8.1,7.0,0.21,1
urban,10.0,4.0,0.67,1
urban,9.24,5.0,0.48,1
urban,4.16,3.0,0.36,0
rural,7.45,3.0,0.35,1
urban,8.47,3.0,0.16,1
urban,8.24,7.0,0.46,1
rural,5.74,6.0,0.6,1
rural,10.0,6.0,0.8,1
rural,4.45,,0.29,0
urban,4.83,7.0,0.77,1
urban,7.47,7.0,0.55,1
rural,10.0,6.0,0.26,1
urban,5.33,4.0,0.79,1
rural,6.47,5.0,0.6,1
rural,9.15,6.0,0.95,1
urban,6.96,2.0,0.29,1
urban,6.33,5.0,0.97,1
rural,8.13,4.0,0.56,1
rural,7.55,7.0,0.45,1
rural,9.06,4.0,0.87,1
rural,9.58,6.0,0.16,1
urban,7.61,5.0,0.46,1
rural,7.58,7.0,0.13,1
rural,7.43,3.0,0.61,1
rural,7.98,1.0,0.04,1
urban,7.11,3.0,0.98,1
urban,7.0,4.0,0.01,1
rural,9.39,4.0,0.93,1
urban,10.0,6.0,0.64,1
urban,,8.0,0.82,0
urban,7.02,3.0,0.36,1
rural,5.62,4.0,0.24,1
rural,6.38,5.0,0.17,1
urban,7.81,9.0,0.53,1
rural,8.34,3.0,0.27,1
rural,6.78,3.0,0.88,1
urban,3.17,3.0,0.03,0
urban,5.07,,0.08,0
rural,8.79,2.0,0.22,1
urban,1.52,3.0,0.08,0
rural,,2.0,0.83,0
rural,8.04,9.0,0.0,1
urban,,9.0,0.65,0
rural,6.6,8.0,0.46,1
rural,2.88,7.0,0.77,0
urban,7.86,5.0,0.41,1
urban,9.55,3.0,0.65,1
urban,8.85,2.0,0.64,1
rural,5.67,5.0,0.36,1
urban,7.17,5.0,0.11,1
urban,5.93,4.0,0.43,1
urban,,3.0,0.88,0
urban,,4.0,0.8,0
rural,4.6,8.0,0.37,0
rural,5.21,4.0,0.87,1
urban,4.79,6.0,0.44,1
rural,4.02,5.0,0.2,0
urban,7.29,4.0,0.86,1
urban,9.32,5.0,0.49,1
rural,6.63,1.0,0.43,1
rural,3.99,7.0,0.23,0
urban,8.68,3.0,0.76,1
urban,10.0,4.0,0.55,1
rural,5.71,5.0,0.21,1
urban,6.04,7.0,0.26,1
rural,8.03,4.0,0.38,1
urban,10.0,1.0,0.53,1
urban,5.96,7.0,0.81,1
rural,4.34,5.0,0.21,0
rural,8.26,5.0,0.74,1
rural,8.6,4.0,0.92,1
rural,7.01,3.0,0.4,1
rural,5.88,,0.37,0
rural,8.99,7.0,,1
rural,8.06,4.0,0.82,1
urban,,6.0,0.09,0
urban,7.1,4.0,0.39,1
urban,4.3,6.0,,1
rural,8.37,3.0,0.52,1
rural,6.48,3.0,0.94,1
rural,6.13,6.0,0.16,1
urban,6.93,4.0,0.26,1
rural,7.08,5.0,0.7,1
rural,8.79,13.0,0.69,1
urban,8.18,5.0,0.6,1
rural,6.69,6.0,0.24,1
urban,8.53,,0.07,0
urban,7.8,2.0,0.22,1
rural,6.15,6.0,,1
rural,6.75,6.0,0.3,1
rural,6.7,6.0,0.84,1
urban,8.01,5.0,0.62,1
urban,6.27,5.0,0.05,1
urban,6.22,10.0,0.09,1
rural,10.0,5.0,0.28,1
rural,8.88,6.0,0.57,1
rural,5.48,5.0,0.94,1
rural,8.14,6.0,0.1,1
urban,7.24,4.0,0.83,1
urban,7.78,8.0,0.57,1
urban,7.27,5.0,0.36,1
urban,9.38,9.0,0.64,1
rural,7.69,6.0,0.79,1
rural,6.88,3.0,,1
rural,9.08,6.0,0.92,1
urban,7.47,4.0,0.55,1
urban,7.24,8.0,0.16,1
rural,7.63,7.0,0.55,1
rural,6.81,2.0,0.77,1
urban,7.02,5.0,0.59,1
rural,5.83,5.0,0.58,1
urban,5.5,6.0,0.03,1
urban,5.0,6.0,0.46,1
urban,4.22,8.0,0.37,1
rural,5.24,5.0,0.04,1
rural,6.65,2.0,0.68,1
urban,7.21,,0.18,0
rural,6.46,8.0,0.35,1
urban,2.29,4.0,0.58,0
urban,10.0,5.0,0.44,1
urban,,5.0,,0
urban,7.89,4.0,0.84,1
rural,10.0,4.0,0.17,1
urban,5.05,2.0,0.28,1
urban,10.0,7.0,0.19,1
rural,5.07,4.0,0.5,1
urban,7.48,5.0,0.08,1
urban,4.45,6.0,,1
rural,7.03,5.0,0.13,1
rural,7.77,6.0,0.95,1
rural,6.69,6.0,0.84,1
urban,8.43,,0.97,0
rural,7.2,5.0,0.04,1
rural,5.96,6.0,0.21,1
urban,5.87,5.0,0.96,1
urban,8.62,3.0,0.98,1
urban,5.69,3.0,0.28,1
urban,8.83,6.0,0.6,1
urban,9.45,3.0,0.21,1
rural,3.66,6.0,0.89,0
rural,9.27,7.0,0.14,1
rural,10.0,7.0,0.69,1
urban,,6.0,0.29,0
urban,8.2,5.0,,1
urban,9.07,2.0,0.55,1
rural,6.45,3.0,0.43,1
rural,7.36,7.0,0.52,1
urban,4.37,7.0,0.68,0
rural,7.28,1.0,0.3,1
urban,8.0,,0.74,0
rural,8.03,3.0,0.42,1
rural,9.13,4.0,0.02,1
rural,5.45,5.0,0.85,1
urban,5.93,10.0,0.28,1
rural,10.0,4.0,0.86,1
rural,6.7,3.0,0.74,1
urban,7.4,4.0,0.41,1
rural,6.87,8.0,0.65,1
urban,5.36,5.0,0.99,1
urban,10.0,9.0,0.31,1
urban,5.94,,0.45,0
urban,4.75,4.0,0.15,1
urban,6.1,6.0,0.87,1
rural,3.0,6.0,,0
urban,5.7,8.0,0.1,1
urban,5.06,2.0,0.6,1
urban,8.23,1.0,0.47,1
urban,5.65,6.0,0.31,1
rural,8.78,7.0,0.02,1
urban,9.8,7.0,0.22,1
rural,8.56,,0.21,0
urban,6.57,7.0,0.72,1
rural,7.28,6.0,0.26,1
urban,3.95,1.0,0.98,0
urban,6.73,6.0,0.18,1
rural,5.28,5.0,0.89,1
urban,8.39,,0.37,0
rural,10.0,6.0,1.0,1
urban,8.0,1.0,0.8,1
rural,3.02,3.0,,0
urban,6.28,5.0,0.83,1
urban,7.24,1.0,0.9,1
rural,7.17,4.0,1.0,1
urban,5.54,5.0,0.17,1
urban,7.49,4.0,0.58,1
urban,4.51,8.0,0.39,0
urban,5.11,5.0,0.39,1
urban,8.29,4.0,0.63,1
urban,4.97,5.0,0.5,0
rural,8.08,4.0,0.81,1
rural,,6.0,0.33,0
rural,10.0,6.0,,1
urban,5.45,6.0,0.97,1
rural,6.55,7.0,0.09,1
urban,7.66,4.0,0.27,1
urban,5.87,4.0,0.1,1
urban,7.29,1.0,0.06,1
urban,8.15,8.0,0.02,1
rural,8.92,8.0,0.37,1
urban,8.58,4.0,0.85,1
rural,6.66,7.0,0.24,1
urban,6.71,7.0,0.32,1
rural,10.0,4.0,0.86,1
rural,8.9,7.0,0.15,1
rural,5.16,6.0,0.24,1
rural,7.2,4.0,0.71,1
rural,6.33,6.0,0.74,1
rural,6.73,6.0,0.36,1
urban,4.54,9.0,0.01,1
rural,6.18,6.0,0.38,1
urban,,7.0,0.72,0
rural,8.16,4.0,0.71,1
urban,2.02,3.0,0.42,0
rural,9.43,2.0,0.35,1
rural,9.18,3.0,0.7,1
urban,6.28,7.0,0.95,1
rural,,6.0,0.79,0
rural,5.28,3.0,0.23,1
rural,6.06,2.0,0.96,1
urban,10.0,9.0,,1
rural,6.46,6.0,0.11,1
urban,3.26,7.0,0.34,1
rural,6.87,6.0,0.72,1
rural,6.84,6.0,0.87,1
urban,9.4,5.0,0.53,1
rural,7.03,,0.14,0
rural,6.16,10.0,0.12,1
urban,9.09,6.0,0.33,1
rural,7.24,8.0,0.04,1
urban,5.5,3.0,,1
urban,9.31,2.0,0.78,1
urban,7.39,8.0,0.46,1
rural,7.01,9.0,0.83,1
urban,7.36,2.0,0.66,1
urban,4.86,2.0,0.19,1
rural,,6.0,0.21,0
urban,7.01,6.0,0.35,1
rural,6.61,5.0,0.54,1
rural,9.54,3.0,0.68,1
rural,7.43,7.0,0.17,1
rural,8.71,5.0,0.15,1
urban,7.02,3.0,0.01,1
urban,9.11,6.0,0.11,1
urban,7.8,4.0,,1
urban,7.03,8.0,0.06,1
urban,6.97,6.0,,1
rural,5.09,6.0,,1
urban,8.01,3.0,0.99,1
urban,6.92,7.0,0.68,1
urban,6.0,7.0,0.7,1
rural,9.21,1.0,0.09,1
rural,4.5,4.0,0.88,1
urban,6.16,4.0,,1
rural,9.06,6.0,0.31,1
urban,7.63,4.0,0.47,1
urban,,5.0,0.71,0
rural,7.5,5.0,0.29,1
rural,7.36,6.0,0.78,1
urban,3.97,6.0,0.25,0
urban,6.3,3.0,0.12,1
rural,10.0,6.0,0.7,1
urban,5.68,7.0,0.92,1
rural,6.36,4.0,0.91,1
urban,5.92,3.0,0.06,1
rural,6.83,8.0,0.39,1
urban,5.83,8.0,,1
urban,7.97,7.0,0.45,1
rural,7.39,1.0,0.05,1
urban,8.55,3.0,0.41,1
urban,4.9,6.0,0.96,1
rural,6.32,11.0,,1
urban,,6.0,0.22,0
urban,7.91,6.0,0.81,1
urban,5.41,5.0,0.4,1
rural,8.83,10.0,0.06,1
rural,9.37,2.0,0.35,1
rural,5.02,2.0,0.81,1
urban,6.02,7.0,0.22,1
urban,5.94,5.0,0.33,1
urban,10.0,4.0,0.27,1
urban,6.14,6.0,0.9,1
rural,10.0,2.0,0.29,1
urban,4.47,4.0,0.24,0
urban,5.02,6.0,0.93,1
urban,5.63,3.0,1.0,1
rural,5.31,7.0,0.59,1
urban,6.46,6.0,0.93,1
urban,5.58,5.0,0.77,1
urban,5.36,3.0,0.19,1
urban,9.32,4.0,0.68,1
urban,9.45,8.0,0.79,1
rural,8.9,5.0,0.74,1
urban,8.05,3.0,0.53,1
urban,7.19,6.0,0.52,1
urban,,5.0,0.82,0
urban,5.09,6.0,0.69,1
urban,7.73,5.0,0.79,1
urban,4.65,2.0,0.21,1
urban,5.01,3.0,0.97,1
urban,9.31,4.0,0.73,1
urban,10.0,2.0,0.42,1
urban,7.79,4.0,0.6,1
rural,9.21,5.0,0.64,1
rural,6.51,,0.8,0
rural,4.32,7.0,0.7,1
rural,8.22,7.0,0.84,1
urban,8.14,7.0,,1
rural,7.14,10.0,0.42,1
rural,6.52,10.0,0.19,1
urban,8.92,6.0,0.52,1
rural,5.03,5.0,,1
rural,5.45,2.0,0.66,1
urban,4.98,4.0,0.6,0
urban,7.17,6.0,0.86,1
urban,4.82,4.0,0.17,0
rural,5.63,3.0,,1
rural,5.59,2.0,0.22,1
urban,6.48,5.0,0.72,1
urban,4.03,6.0,0.5,1
rural,7.17,9.0,0.7,1
urban,9.49,7.0,0.54,1
rural,7.27,8.0,0.65,1
urban,10.0,4.0,0.75,1
urban,9.67,4.0,0.19,1
rural,8.56,2.0,0.34,1
urban,7.15,6.0,0.87,1
urban,7.05,2.0,0.84,1
urban,8.53,3.0,0.68,1
rural,6.22,3.0,0.31,1
urban,3.23,2.0,0.21,1
urban,7.98,8.0,0.05,1
urban,4.74,11.0,0.93,1
urban,5.08,8.0,0.64,1
urban,7.0,5.0,0.41,1
urban,6.81,7.0,0.69,1
rural,4.18,5.0,0.46,1
rural,7.33,4.0,0.35,1
urban,,3.0,0.5,0
rural,4.74,6.0,0.74,0
rural,9.54,6.0,0.84,1
urban,3.88,,0.1,0
rural,10.0,4.0,0.06,1
rural,6.18,0.0,0.34,1
rural,7.29,7.0,0.04,1
rural,3.22,4.0,0.49,1
rural,6.88,5.0,,1
rural,7.46,6.0,0.35,1
rural,6.83,7.0,0.48,1
rural,5.87,4.0,0.57,1
urban,5.11,7.0,0.91,1
urban,9.26,,0.93,0
rural,7.06,3.0,,1
rural,10.0,7.0,0.01,1
urban,5.95,6.0,0.19,1
rural,6.13,8.0,,1
rural,8.63,4.0,0.6,1
urban,3.75,8.0,0.71,0
urban,4.57,,0.09,0
urban,9.19,3.0,0.29,1
rural,4.66,6.0,0.51,1
rural,3.36,3.0,0.77,0
urban,10.0,4.0,0.34,1
urban,4.21,6.0,0.5,0
rural,7.37,3.0,0.5,1
urban,7.14,5.0,0.93,1
rural,1.38,7.0,0.85,0
rural,6.47,8.0,0.86,1
urban,7.9,3.0,0.17,1
urban,7.71,8.0,0.9,1
rural,8.81,4.0,0.39,1
urban,6.23,3.0,0.54,1
urban,8.43,1.0,0.61,1
urban,5.62,6.0,0.43,1
urban,4.18,3.0,0.34,1
rural,4.4,9.0,0.25,1
rural,4.08,,0.51,0
rural,9.02,,0.84,0
rural,3.97,5.0,0.77,1
urban,7.55,2.0,0.51,1
urban,6.47,4.0,0.34,1
rural,6.79,5.0,0.01,1
rural,9.73,2.0,0.21,1
urban,6.12,6.0,0.19,1
rural,8.22,6.0,0.59,1
rural,7.08,9.0,,1
urban,6.7,5.0,0.32,1
rural,10.0,7.0,0.79,1
urban,4.12,6.0,0.33,1
urban,9.58,3.0,0.96,1
rural,8.31,5.0,0.19,1
urban,6.04,5.0,0.41,1
rural,10.0,6.0,0.15,1
urban,3.3,7.0,0.23,0
rural,5.96,8.0,0.11,1
rural,4.58,3.0,0.11,0
rural,7.82,3.0,0.63,1
urban,4.77,5.0,0.78,0
urban,7.87,5.0,0.08,1
rural,6.63,5.0,0.22,1
urban,6.04,5.0,0.32,1
rural,7.78,4.0,0.94,1
rural,6.46,3.0,0.6,1
urban,4.82,3.0,0.11,1
rural,10.0,,0.37,0
urban,6.03,5.0,0.72,1
rural,2.56,8.0,0.98,0
urban,5.32,1.0,0.74,1
rural,4.47,5.0,,1
rural,8.65,2.0,0.82,1
urban,7.64,1.0,0.0,1
rural,7.8,9.0,0.48,1
rural,,2.0,0.35,0
urban,6.44,8.0,0.95,1
rural,6.26,9.0,0.05,1
urban,6.84,7.0,0.26,1
rural,8.67,3.0,0.26,1
urban,7.67,5.0,0.42,1
rural,8.0,7.0,0.92,1
rural,8.0,6.0,0.65,1
rural,8.77,1.0,0.12,1
urban,7.58,,0.82,0
urban,7.72,,0.63,0
urban,9.38,4.0,0.02,1
urban,5.67,7.0,0.92,1
rural,5.29,4.0,0.05,1
rural,4.63,5.0,0.61,0
urban,7.37,3.0,0.6,1
urban,3.29,5.0,0.61,0
urban,7.92,2.0,0.85,1
rural,6.78,4.0,0.12,1
urban,9.27,8.0,0.53,1
urban,5.66,4.0,0.57,1
rural,6.59,2.0,0.4,1
rural,9.24,8.0,0.53,1
urban,9.77,2.0,0.5,1
rural,5.64,4.0,0.76,1
urban,7.36,3.0,0.15,1
rural,7.59,10.0,0.03,1
urban,7.75,4.0,0.93,1
urban,6.47,5.0,0.31,1
urban,9.56,5.0,0.79,1
urban,3.22,5.0,0.32,0
rural,6.16,5.0,,1
rural,7.9,9.0,,1
rural,7.91,3.0,0.11,1
rural,9.71,2.0,0.82,1
urban,9.4,2.0,0.17,1
urban,6.43,4.0,0.99,1
rural,9.6,11.0,0.61,1
rural,5.57,7.0,0.32,1
rural,8.86,3.0,0.5,1
rural,10.0,8.0,0.96,1
rural,9.43,1.0,0.64,1
urban,7.21,4.0,0.75,1
urban,6.34,7.0,0.49,1
urban,3.94,,0.53,0
rural,7.62,,0.98,0
rural,4.77,4.0,0.6,1
rural,5.41,5.0,0.54,1
rural,4.62,5.0,0.87,0
urban,6.08,4.0,0.45,1
urban,6.94,9.0,0.47,1
rural,7.55,,0.71,0
urban,5.8,4.0,0.16,1
urban,9.14,2.0,0.13,1
rural,6.58,5.0,0.62,1
rural,5.42,3.0,0.18,1
rural,7.45,7.0,0.44,1
rural,10.0,4.0,0.8,1
rural,7.67,8.0,0.31,1
rural,6.27,6.0,,1
urban,3.95,1.0,0.33,1
urban,6.56,3.0,0.04,1
rural,,6.0,0.09,0
urban,6.22,4.0,0.43,1
rural,3.67,2.0,0.32,1
rural,,4.0,0.47,0
rural,9.91,3.0,0.52,1
rural,9.87,3.0,0.94,1
urban,5.23,4.0,0.47,1
rural,,14.0,0.86,0
urban,4.64,5.0,0.85,0
rural,9.81,7.0,0.89,1
rural,7.49,4.0,0.54,1
rural,8.9,4.0,0.29,1
urban,3.57,2.0,0.79,0
rural,,6.0,0.32,0
rural,6.98,4.0,0.9,1
rural,8.7,0.0,0.1,1
urban,8.83,5.0,0.68,1
urban,7.13,2.0,0.48,1
urban,5.8,8.0,0.61,1
rural,8.56,6.0,0.11,1
urban,6.88,5.0,0.97,1
rural,5.25,7.0,0.71,1
urban,5.16,4.0,0.29,1
urban,4.05,2.0,0.89,0
rural,5.98,4.0,0.45,1
urban,9.21,3.0,0.19,1
rural,7.36,3.0,0.43,1
rural,5.94,11.0,,1
urban,8.61,2.0,0.71,1
rural,5.34,3.0,0.02,1
rural,,5.0,0.88,0
urban,6.64,7.0,0.43,1
urban,8.56,5.0,0.11,1
rural,3.85,0.0,0.77,0
urban,5.3,5.0,0.99,1
rural,3.72,9.0,0.9,1
rural,6.48,4.0,0.16,1
urban,9.42,9.0,0.22,1
urban,5.99,,0.99,0
urban,5.98,5.0,0.2,1
urban,8.74,8.0,0.3,1
rural,9.14,5.0,0.62,1
rural,6.82,,0.29,0
urban,8.37,3.0,0.38,1
urban,4.85,8.0,0.74,0
rural,9.76,3.0,0.59,1
rural,10.0,6.0,0.81,1
rural,8.04,1.0,0.78,1
rural,2.83,2.0,0.8,0
urban,5.88,2.0,0.18,1
rural,8.23,8.0,0.26,1
rural,6.16,13.0,0.18,1
urban,9.54,4.0,0.12,1
rural,8.18,3.0,0.85,1
rural,5.59,3.0,0.0,1
urban,7.06,3.0,0.63,1
urban,5.21,5.0,0.87,1
urban,6.63,8.0,0.17,1
rural,5.89,,0.93,0
rural,9.35,6.0,0.96,1
urban,10.0,6.0,0.58,1
urban,4.14,6.0,0.67,1
rural,3.15,,0.19,0
urban,6.51,4.0,0.98,1
urban,3.96,7.0,0.74,1
urban,7.09,4.0,0.52,1
rural,8.5,5.0,0.5,1
rural,9.99,5.0,0.62,1
rural,7.4,5.0,0.19,1
rural,6.61,9.0,0.6,1
rural,3.04,4.0,0.07,0
rural,7.05,4.0,0.6,1
urban,7.14,4.0,0.57,1
rural,,6.0,0.36,0
rural,5.58,4.0,0.09,1
urban,6.13,7.0,0.55,1
rural,,4.0,0.44,0
rural,2.42,,0.31,0
urban,4.78,4.0,0.43,1
urban,3.86,8.0,0.06,1
urban,7.67,0.0,0.09,1
rural,5.96,,0.14,0
urban,5.92,8.0,0.55,1
rural,5.03,5.0,0.28,1
rural,0.53,7.0,0.24,0
rural,10.0,7.0,0.63,1
rural,5.0,3.0,0.6,0
urban,6.18,,,0
urban,4.09,5.0,0.94,0
rural,8.94,8.0,0.4,1
urban,,7.0,0.19,0
rural,5.35,1.0,0.89,1
